#{"t_start": 1721190530.0517414, "env_id": "VizdoomDefendLine-v0"}
r,l,t
3.0,78,0.477094
2.0,56,0.493689
13.0,191,0.549076
5.0,132,0.586491
1.0,68,0.60672
6.0,139,0.644626
8.0,159,0.688802
6.0,107,0.719667
4.0,108,0.750279
3.0,76,0.772196
4.0,101,0.799684
4.0,93,0.825939
13.0,186,0.879362
11.0,196,0.935819
6.0,103,0.965227
6.0,128,1.001309
8.0,148,1.043172
4.0,119,1.076098
11.0,154,1.120359
4.0,108,1.149609
5.0,104,1.179111
4.0,115,1.210918
7.0,92,1.237788
7.0,107,1.268135
8.0,153,1.311384
7.0,145,1.350501
20.0,317,1.43909
7.0,116,1.472569
6.0,98,1.500759
10.0,130,1.538049
9.0,179,1.589379
4.0,81,1.612294
7.0,161,1.656424
3.0,100,1.684023
14.0,219,1.744869
7.0,151,1.786143
3.0,58,1.802839
4.0,97,1.829555
4.0,96,1.857032
11.0,180,2.835141
6.0,124,2.869215
12.0,189,2.921319
10.0,165,2.968329
6.0,119,3.001239
4.0,91,3.026228
4.0,122,3.05914
12.0,206,3.116423
9.0,189,3.169099
4.0,78,3.19112
9.0,167,3.238878
6.0,110,3.269302
5.0,97,3.297595
5.0,75,3.319069
11.0,200,3.373828
3.0,70,3.393036
8.0,198,3.447898
5.0,109,3.479202
4.0,98,3.507353
6.0,97,3.534144
8.0,144,3.573186
14.0,161,3.618814
8.0,141,3.658081
9.0,128,3.694202
8.0,132,3.731473
6.0,116,3.764144
7.0,111,3.796086
6.0,133,3.832082
10.0,184,3.883398
4.0,95,3.909928
16.0,209,3.968471
13.0,245,4.035841
11.0,185,4.087547
14.0,243,4.155212
14.0,161,4.945423
9.0,146,4.987204
11.0,209,5.04624
13.0,191,5.100541
10.0,162,5.14601
4.0,95,5.173001
9.0,142,5.213193
11.0,185,5.26422
8.0,146,5.306338
8.0,126,5.341566
6.0,101,5.369269
10.0,184,5.422013
6.0,114,5.453637
5.0,132,5.490726
10.0,152,5.534341
6.0,136,5.571891
6.0,128,5.60711
9.0,159,5.651226
10.0,185,5.702904
5.0,111,5.73466
7.0,146,5.773611
7.0,128,5.809652
7.0,93,5.836426
8.0,151,5.879471
16.0,270,5.954975
6.0,154,5.995878
6.0,119,6.02864
6.0,92,6.055878
8.0,144,6.097218
7.0,143,6.137127
9.0,132,6.174994
7.0,137,6.21365
3.0,106,6.243235
19.0,284,6.322848
11.0,143,7.262556
11.0,160,7.308784
8.0,150,7.34974
11.0,142,7.390375
5.0,85,7.414777
7.0,126,7.450986
10.0,123,7.486423
9.0,176,7.535598
6.0,147,7.576971
2.0,68,7.596529
5.0,110,7.627526
17.0,223,7.689892
16.0,216,7.751633
9.0,161,7.79625
5.0,82,7.819263
22.0,298,7.903746
16.0,229,7.967194
2.0,83,7.989668
14.0,192,8.044729
4.0,94,8.07118
5.0,116,8.104608
11.0,177,8.154855
11.0,158,8.198768
6.0,134,8.236877
6.0,143,8.275384
4.0,83,8.299835
14.0,192,8.353045
2.0,86,8.377795
7.0,117,8.411593
4.0,92,8.438277
3.0,87,8.462742
7.0,141,8.502185
16.0,217,8.563897
6.0,117,8.596548
11.0,241,9.377661
7.0,143,9.417073
5.0,116,9.449646
16.0,230,9.514879
6.0,151,9.557592
9.0,136,9.595614
2.0,63,9.613818
9.0,114,9.647574
20.0,261,9.722235
9.0,112,9.755271
3.0,79,9.777447
3.0,84,9.800648
10.0,188,9.854034
9.0,144,9.894211
4.0,109,9.925118
4.0,89,9.950401
13.0,215,10.011536
6.0,119,10.045318
13.0,161,10.091106
6.0,120,10.125695
9.0,125,10.161744
11.0,184,10.214113
7.0,161,10.259243
13.0,164,10.306126
10.0,162,10.352869
9.0,123,10.388529
12.0,166,10.43536
10.0,175,10.486107
10.0,205,10.5432
7.0,123,10.578517
9.0,152,10.621599
13.0,181,10.674589
6.0,102,10.704359
5.0,139,10.743899
5.0,106,10.774426
8.0,149,11.650756
2.0,76,11.67237
8.0,151,11.715317
8.0,116,11.747378
7.0,109,11.779271
6.0,93,11.806866
0.0,61,11.82372
8.0,158,11.868279
6.0,108,11.899115
17.0,267,11.973621
8.0,115,12.005247
7.0,124,12.039555
7.0,103,12.068216
7.0,114,12.101432
7.0,124,12.135956
3.0,73,12.156585
7.0,121,12.190952
13.0,185,12.243839
5.0,107,12.273355
3.0,100,12.301319
4.0,85,12.325954
3.0,60,12.343324
7.0,95,12.370772
9.0,164,12.414726
6.0,126,12.450086
12.0,224,12.510608
3.0,94,12.53673
9.0,126,12.573219
10.0,128,12.60958
15.0,257,12.680226
8.0,143,12.720459
13.0,180,12.770315
11.0,148,12.81258
4.0,104,12.842084
4.0,71,12.862089
5.0,107,12.892234
6.0,89,12.916885
11.0,182,12.968094
7.0,152,13.010147
7.0,129,13.957785
5.0,106,13.988454
9.0,170,14.036585
8.0,146,14.077941
7.0,111,14.110552
7.0,143,14.151575
4.0,92,14.177893
9.0,189,14.228641
6.0,152,14.269983
5.0,98,14.298419
6.0,142,14.339897
2.0,94,14.366703
7.0,146,14.407044
19.0,309,14.494859
8.0,129,14.531809
9.0,158,14.576132
8.0,117,14.610353
5.0,115,14.642433
5.0,110,14.67255
10.0,141,14.713573
7.0,122,14.748593
6.0,150,14.790195
-1.0,46,14.803502
13.0,178,14.854804
3.0,76,14.875983
6.0,115,14.907592
3.0,97,14.93495
2.0,67,14.954853
2.0,91,14.979966
13.0,202,15.036896
6.0,158,15.079542
12.0,205,15.137676
12.0,160,15.183585
10.0,157,15.226753
8.0,108,15.258129
5.0,107,15.287951
8.0,135,15.326367
13.0,184,16.249625
11.0,176,16.299606
11.0,127,16.336743
5.0,109,16.367817
11.0,170,16.414762
16.0,249,16.484707
8.0,102,16.51436
13.0,211,16.574576
3.0,71,16.595273
5.0,76,16.616887
8.0,154,16.660435
9.0,133,16.696389
9.0,137,16.735916
8.0,115,16.769021
2.0,62,16.786633
5.0,110,16.81788
4.0,95,16.844528
10.0,169,16.893158
12.0,159,16.938385
3.0,92,16.964751
10.0,177,17.013612
9.0,143,17.054839
14.0,204,17.112218
17.0,228,17.17661
7.0,108,17.206987
8.0,159,17.250147
6.0,106,17.279192
5.0,96,17.306611
10.0,160,17.352588
4.0,80,17.374654
14.0,142,17.415359
12.0,179,17.466056
2.0,54,17.482223
4.0,92,17.508117
3.0,57,17.524955
0.0,43,17.537706
10.0,198,17.594285
6.0,135,17.632826
3.0,71,18.356485
11.0,157,18.402464
2.0,92,18.427747
2.0,81,18.450865
7.0,142,18.490125
8.0,150,18.532518
5.0,94,18.558782
4.0,106,18.587997
10.0,139,18.628377
3.0,90,18.654714
5.0,110,18.686022
4.0,84,18.710046
10.0,188,18.763498
5.0,109,18.794952
10.0,158,18.840779
2.0,93,18.8661
5.0,102,18.895806
12.0,181,18.947277
9.0,130,18.985303
1.0,71,19.005113
5.0,129,19.040588
8.0,124,19.074711
13.0,232,19.138083
6.0,106,19.167456
5.0,99,19.195755
5.0,103,19.224337
6.0,112,19.256545
9.0,147,19.298284
4.0,75,19.319805
8.0,105,19.349801
2.0,56,19.365872
5.0,101,19.39423
13.0,158,19.439702
12.0,166,19.488023
10.0,215,19.545789
11.0,153,19.58911
7.0,166,19.633561
7.0,115,19.665639
7.0,105,19.696052
6.0,141,19.734416
10.0,172,20.661764
7.0,119,20.696526
5.0,112,20.727272
11.0,147,20.769389
3.0,95,20.796354
4.0,102,20.824762
5.0,106,20.85436
3.0,97,20.882473
11.0,151,20.92595
15.0,197,20.980422
7.0,136,21.019207
11.0,195,21.072976
4.0,89,21.098355
12.0,171,21.146748
16.0,204,21.205125
5.0,102,21.234735
15.0,174,21.284154
9.0,161,21.329673
9.0,168,21.377535
9.0,179,21.426715
3.0,80,21.449038
5.0,104,21.477824
12.0,187,21.530651
10.0,166,21.577776
2.0,84,21.600542
5.0,109,21.631522
13.0,180,21.682469
6.0,91,21.709043
6.0,144,21.747646
2.0,54,21.762929
11.0,177,21.813729
6.0,107,21.843566
3.0,94,21.869037
16.0,253,21.94082
6.0,100,21.969527
3.0,58,21.986053
4.0,98,22.012434
5.0,91,22.038487
10.0,186,22.826874
16.0,293,22.905725
12.0,158,22.951285
3.0,50,22.965681
8.0,139,23.0059
13.0,239,23.07293
3.0,86,23.097553
3.0,85,23.120585
8.0,142,23.161148
6.0,86,23.186273
8.0,138,23.224521
13.0,176,23.274605
5.0,116,23.307367
13.0,157,23.352358
12.0,169,23.400312
4.0,87,23.425919
4.0,109,23.456406
5.0,107,23.485007
6.0,140,23.524251
5.0,110,23.555196
3.0,75,23.576788
8.0,135,23.615714
7.0,159,23.659923
14.0,182,23.711075
9.0,183,23.759508
6.0,100,23.787993
11.0,171,23.836247
7.0,123,23.871574
9.0,158,23.916487
12.0,220,23.979707
10.0,189,24.032528
