Episodio,Puntaje
1113,[237.]
1114,[476.]
1115,[154.]
1116,[385.]
1117,[725.]
1118,[320.]
1119,[425.]
1120,[741.]
1121,[381.]
1122,[526.]
1123,[380.]
1124,[149.]
1125,[366.]
1126,[423.]
1127,[136.]
1128,[352.]
1129,[304.]
1130,[990.]
1131,[362.]
1132,[269.]
1133,[369.]
1134,[678.]
1135,[245.]
1136,[239.]
1137,[515.]
1138,[255.]
1139,[1117.]
1140,[104.]
1141,[143.]
1142,[252.]
1143,[223.]
1144,[188.]
1145,[414.]
1146,[191.]
1147,[612.]
1148,[383.]
1149,[255.]
1150,[297.]
1151,[138.]
1152,[381.]
1153,[329.]
1154,[396.]
1155,[104.]
1156,[321.]
1157,[631.]
1158,[423.]
1159,[104.]
1160,[143.]
1161,[600.]
1162,[681.]
1163,[441.]
1164,[159.]
1165,[400.]
1166,[278.]
1167,[756.]
1168,[416.]
1169,[299.]
1170,[651.]
1171,[152.]
1172,[261.]
1173,[316.]
1174,[235.]
1175,[148.]
1176,[581.]
1177,[748.]
1178,[464.]
1179,[692.]
1180,[238.]
1181,[213.]
1182,[136.]
1183,[166.]
1184,[727.]
1185,[397.]
1186,[375.]
1187,[513.]
1188,[275.]
1189,[152.]
1190,[679.]
1191,[282.]
1192,[467.]
1193,[279.]
1194,[345.]
1195,[218.]
1196,[540.]
1197,[672.]
1198,[262.]
1199,[219.]
1200,[297.]
1201,[141.]
1202,[620.]
1203,[208.]
1204,[125.]
1205,[187.]
1206,[352.]
1207,[643.]
1208,[141.]
1209,[251.]
1210,[413.]
1211,[137.]
1212,[187.]
1213,[231.]
1214,[153.]
1215,[698.]
1216,[336.]
1217,[526.]
1218,[342.]
1219,[290.]
1220,[135.]
1221,[312.]
1222,[269.]
1223,[221.]
1224,[898.]
1225,[369.]
1226,[438.]
1227,[412.]
1228,[271.]
1229,[295.]
1230,[425.]
1231,[946.]
1232,[762.]
1233,[199.]
1234,[506.]
1235,[416.]
1236,[148.]
1237,[190.]
1238,[144.]
1239,[274.]
1240,[427.]
1241,[142.]
1242,[366.]
1243,[244.]
1244,[338.]
1245,[639.]
1246,[479.]
1247,[802.]
1248,[211.]
1249,[481.]
1250,[590.]
1251,[182.]
1252,[139.]
1253,[504.]
1254,[670.]
1255,[475.]
1256,[638.]
1257,[143.]
1258,[676.]
1259,[338.]
1260,[279.]
1261,[195.]
1262,[393.]
1263,[466.]
1264,[405.]
1265,[416.]
1266,[286.]
1267,[198.]
1268,[592.]
1269,[639.]
1270,[127.]
1271,[168.]
1272,[126.]
1273,[355.]
1274,[1184.]
1275,[316.]
1276,[193.]
1277,[781.]
1278,[902.]
1279,[195.]
1280,[909.]
1281,[394.]
1282,[508.]
1283,[236.]
1284,[1226.]
1285,[730.]
1286,[165.]
1287,[793.]
1288,[887.]
1289,[140.]
1290,[168.]
1291,[489.]
1292,[547.]
1293,[294.]
1294,[195.]
1295,[281.]
1296,[125.]
1297,[388.]
1298,[323.]
1299,[387.]
1300,[278.]
1301,[752.]
1302,[339.]
1303,[669.]
1304,[132.]
1305,[132.]
1306,[341.]
1307,[367.]
1308,[302.]
1309,[230.]
1310,[469.]
1311,[249.]
1312,[200.]
1313,[698.]
1314,[814.]
1315,[336.]
1316,[587.]
1317,[130.]
1318,[207.]
1319,[729.]
1320,[136.]
1321,[620.]
1322,[443.]
1323,[487.]
1324,[321.]
1325,[311.]
1326,[319.]
1327,[444.]
1328,[198.]
1329,[306.]
1330,[283.]
1331,[246.]
1332,[480.]
1333,[844.]
1334,[269.]
1335,[225.]
1336,[398.]
1337,[146.]
1338,[267.]
1339,[409.]
1340,[895.]
1341,[557.]
1342,[407.]
1343,[226.]
1344,[230.]
1345,[491.]
1346,[690.]
1347,[159.]
1348,[269.]
1349,[395.]
1350,[316.]
1351,[616.]
1352,[160.]
1353,[222.]
1354,[596.]
1355,[198.]
1356,[255.]
1357,[596.]
1358,[367.]
1359,[487.]
1360,[393.]
1361,[909.]
1362,[189.]
1363,[421.]
1364,[235.]
1365,[411.]
1366,[241.]
1367,[373.]
1368,[141.]
1369,[414.]
1370,[191.]
1371,[143.]
1372,[369.]
1373,[216.]
1374,[392.]
1375,[481.]
1376,[696.]
1377,[266.]
1378,[268.]
1379,[477.]
1380,[442.]
1381,[562.]
1382,[657.]
1383,[841.]
1384,[355.]
1385,[425.]
1386,[246.]
1387,[206.]
1388,[321.]
1389,[362.]
1390,[537.]
1391,[607.]
1392,[1124.]
1393,[547.]
1394,[419.]
1395,[329.]
1396,[402.]
1397,[592.]
1398,[1028.]
1399,[277.]
1400,[398.]
1401,[342.]
