#{"t_start": 1718787077.9019017, "env_id": "VizdoomDefendLine-v0"}
r,l,t
13.0,165,16.494214
13.0,175,16.743973
3.0,56,16.828047
10.0,127,17.039122
10.0,128,17.258157
7.0,102,17.400084
5.0,65,17.526046
9.0,130,17.757148
11.0,145,17.995372
16.0,225,18.283921
