#{"t_start": 1718750928.499862, "env_id": "VizdoomDefendCenter-v0"}
r,l,t--1.0,306,49.840266
-1.0,244,50.278325
-1.0,334,50.924834
-1.0,356,51.616372
-1.0,284,52.15865
-1.0,242,52.622792
-1.0,244,53.098133
-1.0,256,53.594702
-1.0,274,54.124147
-1.0,250,54.610942
-1.0,254,77.11653
-1.0,288,77.669497
-1.0,290,78.282335
-1.0,316,78.945003
-1.0,360,79.686
-1.0,280,80.249254
-1.0,300,80.855554
-1.0,244,81.347106
-1.0,288,81.935549
-1.0,230,82.418243
0.0,284,104.841467
1.0,362,105.598247
0.0,252,106.260766
0.0,224,106.728876
0.0,226,107.192191
0.0,288,107.792333
0.0,208,108.225582
1.0,298,108.855586
0.0,246,109.369446
0.0,240,109.873782
0.0,334,131.736886
0.0,306,132.339405
0.0,276,132.889057
1.0,358,133.589721
1.0,290,134.174427
1.0,282,134.754698
0.0,254,135.281009
0.0,292,135.887231
1.0,232,136.374094
0.0,236,136.865608
1.0,322,165.189521
0.0,272,165.664882
0.0,336,166.269775
0.0,272,166.767198
1.0,328,167.363862
0.0,358,168.072852
1.0,250,168.559024
2.0,470,169.462609
0.0,274,169.988858
0.0,244,170.459633
0.0,266,191.925901
1.0,308,192.550274
1.0,300,193.131423
0.0,280,193.658183
0.0,232,194.103307
0.0,370,194.820043
0.0,208,195.227422
2.0,416,196.11083
1.0,292,196.681057
1.0,402,197.475168
1.0,336,219.359606
1.0,352,220.042414
0.0,294,220.595905
1.0,334,221.226496
0.0,240,221.686958
0.0,264,222.180727
0.0,340,222.83594
0.0,406,223.611366
0.0,302,224.195546
0.0,338,224.853821
0.0,222,245.949812
0.0,220,246.378931
0.0,282,246.969642
0.0,286,247.527184
0.0,322,248.1826
2.0,368,248.910131
1.0,342,249.591094
0.0,214,250.026411
0.0,224,250.465881
0.0,300,251.059206
0.0,284,271.940997
0.0,280,272.530571
0.0,242,273.013249
0.0,384,273.761995
0.0,312,274.382582
0.0,222,274.823077
2.0,416,275.654549
0.0,234,276.124387
0.0,286,276.694186
1.0,430,277.562202
0.0,260,305.046953
0.0,304,305.587345
0.0,314,306.211935
1.0,284,306.723915
1.0,322,307.323919
1.0,352,308.021372
0.0,284,308.559621
1.0,346,309.223904
0.0,276,309.743841
0.0,350,310.424909
0.0,356,331.755516
0.0,286,332.283767
0.0,312,332.906397
0.0,272,333.425467
2.0,394,334.171347
0.0,368,334.867605
2.0,394,335.64754
0.0,266,336.19517
1.0,346,336.873543
0.0,294,337.447124
-1.0,240,358.813638
-1.0,238,359.289685
-1.0,276,359.845517
-1.0,300,360.441181
-1.0,244,360.943642
-1.0,302,361.563368
-1.0,278,362.132277
-1.0,250,362.64255
-1.0,240,363.132864
-1.0,230,363.606
0.0,264,384.904831
1.0,264,385.4155
2.0,398,386.188917
1.0,402,386.978858
0.0,220,387.412234
0.0,224,387.851853
0.0,206,388.259367
0.0,238,388.73455
0.0,214,389.16292
0.0,304,389.799791
-1.0,262,418.64584
-1.0,306,419.179178
-1.0,372,419.833612
-1.0,206,420.216101
-1.0,314,420.787681
-1.0,284,421.3277
-1.0,288,421.884833
-1.0,262,422.396368
-1.0,264,422.91586
-1.0,296,423.498756
-1.0,314,445.237606
-1.0,342,445.846955
-1.0,284,446.375402
-1.0,296,446.920481
-1.0,266,447.417257
-1.0,312,448.016968
-1.0,262,448.560051
-1.0,314,449.181307
-1.0,258,449.692487
-1.0,228,450.154626
-1.0,364,472.089573
-1.0,342,472.761934
-1.0,302,473.421161
-1.0,226,473.874837
-1.0,256,474.390592
-1.0,252,474.897847
-1.0,304,475.501385
-1.0,286,476.0794
-1.0,366,476.8444
-1.0,296,477.446807
-1.0,356,498.782311
-1.0,206,499.190078
-1.0,268,499.713206
-1.0,346,500.390125
-1.0,342,501.070231
-1.0,350,501.765852
-1.0,352,502.468385
-1.0,292,503.107701
-1.0,294,503.718166
-1.0,276,504.284065
-1.0,328,526.704388
-1.0,256,527.223482
-1.0,350,527.936326
-1.0,254,528.461337
-1.0,324,529.118544
-1.0,236,529.611795
-1.0,254,530.14345
-1.0,254,530.663405
-1.0,274,531.220844
-1.0,288,531.813101
0.0,276,560.052495
0.0,348,560.654583
1.0,296,561.174615
0.0,258,561.630856
0.0,240,562.058698
0.0,308,562.608621
0.0,262,563.099045
0.0,336,563.723848
0.0,318,564.307172
0.0,302,564.869395
-1.0,272,585.707798
-1.0,222,586.098773
-1.0,224,586.498104
-1.0,238,586.925099
-1.0,296,587.471786
-1.0,258,587.967378
-1.0,262,588.474566
-1.0,240,588.93835
-1.0,282,589.481312
-1.0,234,589.996689
-1.0,270,612.624791
-1.0,320,613.30452
-1.0,282,613.850965
-1.0,290,614.420033
-1.0,318,615.035634
-1.0,296,615.611694
-1.0,280,616.15552
-1.0,282,616.705881
-1.0,232,617.180414
-1.0,208,617.594135
0.0,306,639.011978
0.0,302,639.617255
1.0,366,640.318957
1.0,214,640.73271
0.0,290,641.300263
0.0,296,641.866992
1.0,310,642.472051
0.0,270,643.003892
1.0,322,643.633357
0.0,286,644.202363
-1.0,252,672.540402
-1.0,326,673.116899
-1.0,290,673.724687
-1.0,362,674.458052
-1.0,276,674.946986
-1.0,374,675.687054
-1.0,336,676.364781
-1.0,342,677.016568
-1.0,252,677.510785
-1.0,274,678.040601
-1.0,230,702.580867
-1.0,188,702.938151
-1.0,340,703.603967
-1.0,296,704.197396
-1.0,238,704.652283
-1.0,232,705.099108
-1.0,296,705.675887
-1.0,294,706.256738
-1.0,260,706.917369
-1.0,208,707.331431
-1.0,252,728.22397
-1.0,326,728.835046
-1.0,244,729.299198
-1.0,316,729.89344
-1.0,344,730.552209
-1.0,272,731.065233
-1.0,308,731.655227
-1.0,242,732.149533
-1.0,310,732.771926
-1.0,206,733.188064
-1.0,326,755.150012
-1.0,308,755.769709
-1.0,272,756.313461
-1.0,280,756.87616
-1.0,328,757.543529
-1.0,384,758.313575
-1.0,232,758.784575
-1.0,276,759.351606
-1.0,290,759.935236
-1.0,220,760.384499
-1.0,318,781.97976
-1.0,366,782.678891
-1.0,248,783.153974
-1.0,284,783.701223
-1.0,342,784.364635
-1.0,270,784.886589
-1.0,292,785.460125
-1.0,298,786.051521
-1.0,314,786.666426
-1.0,286,787.239337
-1.0,270,814.332614
-1.0,286,814.959477
-1.0,274,815.455225
-1.0,216,815.8461
-1.0,256,816.306164
-1.0,296,816.856116
-1.0,264,817.348043
-1.0,236,817.792649
-1.0,270,818.297558
-1.0,280,818.819026
-1.0,378,840.008322
-1.0,288,840.548736
-1.0,254,841.026369
-1.0,274,841.539577
-1.0,278,842.062234
-1.0,256,842.557545
-1.0,294,843.11968
-1.0,236,843.576525
-1.0,210,843.988312
-1.0,246,844.463922
-1.0,288,865.429208
-1.0,314,866.038856
-1.0,318,866.671262
-1.0,242,867.14546
-1.0,214,867.574225
-1.0,276,868.120655
-1.0,230,868.575828
-1.0,236,869.043508
-1.0,242,869.53074
-1.0,272,870.086127
-1.0,216,891.228328
-1.0,326,891.868831
-1.0,244,892.341381
-1.0,276,892.90013
-1.0,322,893.538063
-1.0,334,894.203895
-1.0,354,894.925839
-1.0,296,895.535645
-1.0,282,896.108395
-1.0,226,896.575762
-1.0,238,923.870204
-1.0,298,924.378065
-1.0,232,924.772113
-1.0,302,925.297821
-1.0,236,925.714601
-1.0,312,926.316338
-1.0,290,926.848701
-1.0,292,927.387758
-1.0,350,928.058669
-1.0,302,928.61697
0.0,300,949.49936
1.0,414,950.220431
1.0,286,950.742309
1.0,284,951.303346
0.0,240,951.757921
0.0,294,952.293136
0.0,298,952.828045
0.0,264,953.316303
0.0,322,953.892416
1.0,324,954.472442
0.0,250,973.741214
1.0,320,974.276553
0.0,258,974.70326
1.0,338,975.3535
0.0,208,975.773464
0.0,302,976.3488
1.0,454,977.171333
1.0,324,977.753438
2.0,362,978.407096
1.0,334,979.052586
3.0,352,998.411457
3.0,342,998.996126
0.0,242,999.423057
0.0,252,999.867164
0.0,306,1000.408382
0.0,332,1000.992573
0.0,288,1001.539229
0.0,212,1001.913735
1.0,254,1002.473845
1.0,422,1003.290351
0.0,292,1023.081211
0.0,212,1023.458006
1.0,382,1024.134734
1.0,338,1024.746895
0.0,246,1025.190037
0.0,356,1025.831678
1.0,342,1026.450113
1.0,328,1027.045815
0.0,252,1027.504095
0.0,252,1027.954069
0.0,302,1052.630804
0.0,292,1053.06969
0.0,284,1053.49816
1.0,360,1054.062232
0.0,230,1054.431256
0.0,276,1054.875845
1.0,374,1055.482495
0.0,248,1055.88814
0.0,310,1056.404622
0.0,310,1056.913217
1.0,418,1075.698485
1.0,252,1076.109259
0.0,334,1076.651587
0.0,308,1077.175146
1.0,372,1077.803405
0.0,270,1078.247331
1.0,386,1078.917687
1.0,324,1079.498957
3.0,398,1080.205774
0.0,254,1080.658299
3.0,398,1099.710541
0.0,296,1100.200314
0.0,224,1100.574013
0.0,274,1101.056913
0.0,288,1101.566699
1.0,346,1102.180959
0.0,238,1102.609384
1.0,408,1103.330699
2.0,354,1103.963835
1.0,418,1104.712176
0.0,330,1123.746187
0.0,346,1124.402142
1.0,368,1125.111641
1.0,374,1125.795594
0.0,310,1126.334749
1.0,430,1127.101471
0.0,252,1127.5615
1.0,372,1128.232897
0.0,306,1128.779837
1.0,322,1129.354627
-1.0,226,1153.83911
-1.0,254,1154.243331
-1.0,356,1154.80579
-1.0,302,1155.290466
-1.0,260,1155.711219
-1.0,326,1156.287591
-1.0,228,1156.674429
-1.0,266,1157.116336
-1.0,232,1157.511249
-1.0,324,1158.064245
-1.0,254,1177.00215
-1.0,242,1177.399113
-1.0,242,1177.789272
-1.0,264,1178.233361
-1.0,262,1178.668117
-1.0,286,1179.142754
-1.0,280,1179.600596
-1.0,210,1179.947615
-1.0,330,1180.503169
-1.0,306,1181.041169
0.0,310,1201.721842
1.0,282,1202.255867
0.0,398,1203.005502
0.0,206,1203.407245
0.0,246,1203.873851
1.0,322,1204.48665
0.0,212,1204.898438
0.0,254,1205.379135
1.0,436,1206.201982
0.0,248,1206.679805
3.0,370,1227.80546
1.0,214,1228.213491
0.0,246,1228.68798
0.0,304,1229.263382
0.0,328,1229.913742
0.0,242,1230.371829
0.0,268,1230.886081
1.0,376,1231.616001
1.0,330,1232.254715
0.0,234,1232.711995
1.0,342,1253.711616
0.0,286,1254.271854
1.0,334,1254.908888
0.0,272,1255.433269
2.0,320,1256.048185
1.0,326,1256.699057
0.0,284,1257.251503
0.0,284,1257.794116
1.0,294,1258.369644
0.0,270,1258.904412
-1.0,280,1286.246213
-1.0,208,1286.610178
-1.0,308,1287.160049
-1.0,274,1287.644204
-1.0,230,1288.047567
-1.0,284,1288.552695
-1.0,382,1289.288459
-1.0,280,1289.806369
-1.0,214,1290.209369
-1.0,268,1290.716665
-1.0,272,1311.909937
-1.0,286,1312.595439
-1.0,312,1313.286827
-1.0,366,1314.035667
-1.0,242,1314.501963
-1.0,252,1314.991483
-1.0,296,1315.59913
-1.0,304,1316.24246
-1.0,262,1316.836082
-1.0,242,1317.330698
-1.0,218,1338.87103
-1.0,266,1339.395904
-1.0,282,1339.940372
-1.0,326,1340.569367
-1.0,278,1341.112355
-1.0,292,1341.683369
-1.0,288,1342.256303
-1.0,310,1342.883825
-1.0,400,1343.691122
-1.0,292,1344.288327
-1.0,316,1366.085842
-1.0,330,1366.739195
-1.0,302,1367.343754
-1.0,256,1367.852712
-1.0,288,1368.427062
-1.0,266,1368.965948
-1.0,272,1369.522908
-1.0,254,1370.042389
-1.0,280,1370.604615
-1.0,262,1371.13864
-1.0,316,1399.319896
-1.0,302,1399.844592
-1.0,274,1400.316685
-1.0,242,1400.779635
-1.0,300,1401.305684
-1.0,386,1402.014606
-1.0,274,1402.506456
-1.0,334,1403.13925
-1.0,260,1403.640593
-1.0,246,1404.112422
-1.0,262,1425.841493
-1.0,324,1426.420205
-1.0,340,1427.030294
-1.0,330,1427.642281
-1.0,206,1428.034211
-1.0,240,1428.488709
-1.0,252,1428.963284
-1.0,282,1429.505126
-1.0,334,1430.140976
-1.0,290,1430.684366
-1.0,264,1451.320182
-1.0,290,1451.856558
-1.0,280,1452.377199
-1.0,266,1452.878623
-1.0,244,1453.347605
-1.0,336,1453.981218
-1.0,332,1454.621807
-1.0,226,1455.058638
-1.0,370,1455.7754
-1.0,252,1456.269916
-1.0,374,1477.651217
-1.0,274,1478.175994
-1.0,274,1478.707718
-1.0,278,1479.23709
-1.0,330,1479.875353
-1.0,254,1480.368243
-1.0,228,1480.814538
-1.0,334,1481.508156
-1.0,218,1481.934882
-1.0,250,1482.428416
-1.0,290,1505.711456
-1.0,208,1506.111094
-1.0,228,1506.545081
